opportunity_id;sales_agent;Produto;Conta;deal_stage;engage_date;close_date; close_value 
BNY8MJ6L;Kary Hendrixson;GTX Basic;Labdrill;Engaging;16/02/2017;;
INBGKE14;Kary Hendrixson;GTXPro;;Engaging;16/02/2017;;
D54HETSI;Kary Hendrixson;GTXPro;Hottechi;Lost;16/02/2017;14/05/2017; R$ -   
JOQQZ5RH;Marty Freudenburg;GTX Basic;Domzoom;Won;16/02/2017;01/03/2017;R$ 608,00
90V75MDV;Niesha Huffines;GTXPro;Globex Corporation;Lost;16/02/2017;17/05/2017; R$ -   
LIIBOUUQ;Reed Clapper;GTX Plus Basic;Donquadtech;Won;16/02/2017;30/05/2017;R$ 1.187,00
5KK2SSSB;Rosie Papadopoulos;GTX Basic;;Engaging;16/02/2017;;
UDYSM42B;Violet Mclelland;GTX Plus Pro;Initech;Won;16/02/2017;22/06/2017;R$ 5.855,00
V3HVIJLL;Zane Levy;GTX Basic;;Engaging;16/02/2017;;
F835LA4P;Darcel Schlecht;GTXPro;Cancity;Won;17/02/2017;10/05/2017;R$ 5.068,00
75Q82XU7;Donn Cantrell;GTX Plus Basic;Gekko & Co;Lost;17/02/2017;13/06/2017; R$ -   
AMNKCM1H;Elease Gluck;MG Special;Betasoloin;Engaging;17/02/2017;;
2U6QQHCC;James Ascencio;GTX Plus Pro;J-Texon;Won;17/02/2017;19/06/2017;R$ 4.066,00
MMKMJ0WC;Jonathan Berthelot;GTXPro;Isdom;Won;17/02/2017;07/06/2017;R$ 4.494,00
CZIXINO2;Kami Bicknell;GTX Basic;Finjob;Lost;17/02/2017;04/05/2017; R$ -   
HV7Y6184;Kami Bicknell;GTXPro;Nam-zim;Lost;17/02/2017;28/05/2017; R$ -   
KIHC1QJQ;Kami Bicknell;GTX Basic;Plexzap;Won;17/02/2017;09/05/2017;R$ 540,00
VBWQO6BM;Niesha Huffines;MG Advanced;Conecom;Lost;17/02/2017;14/05/2017; R$ -   
LTZCN1RA;Versie Hillebrand;MG Special;Domzoom;Won;17/02/2017;19/05/2017;R$ 54,00
84LN84VM;Vicki Laflamme;MG Advanced;;Engaging;17/02/2017;;
YO32O3T9;Zane Levy;GTXPro;Lexiqvolax;Lost;17/02/2017;28/05/2017; R$ -   
MU7JWTP6;Cassey Cress;MG Special;;Engaging;18/02/2017;;
8638OV6W;Corliss Cosme;MG Special;Zathunicon;Lost;18/02/2017;26/05/2017; R$ -   
TTJXSO57;Darcel Schlecht;GTXPro;Hottechi;Lost;18/02/2017;20/05/2017; R$ -   
K4VP5HK4;Donn Cantrell;MG Advanced;Betasoloin;Won;18/02/2017;08/05/2017;R$ 3.602,00
10R46CSK;Lajuana Vencill;MG Advanced;Betatech;Won;18/02/2017;07/05/2017;R$ 2.904,00
VBA34LWX;Markita Hansen;GTX Basic;Sonron;Won;18/02/2017;31/05/2017;R$ 571,00
DLJN7WG0;Marty Freudenburg;MG Special;Genco Pura Olive Oil Company;Lost;18/02/2017;30/05/2017; R$ -   
FJCCTOPN;Reed Clapper;GTX Basic;Zathunicon;Won;18/02/2017;18/06/2017;R$ 492,00
LR6USOHL;Reed Clapper;GTXPro;Zathunicon;Won;18/02/2017;27/05/2017;R$ 4.545,00
5VAV2TUY;Versie Hillebrand;GTX Plus Pro;Cancity;Won;18/02/2017;25/03/2017;R$ 5.614,00
HTD2ME9C;Anna Snelling;GTX Plus Pro;Betatech;Won;19/02/2017;12/06/2017;R$ 5.370,00
GHUCMUPL;Boris Faz;GTX Basic;Zencorporation;Won;19/02/2017;02/05/2017;R$ 550,00
1LKY3B4X;Cassey Cress;GTX Plus Basic;Yearin;Won;19/02/2017;02/03/2017;R$ 1.011,00
7Y5E0RDL;Corliss Cosme;MG Special;Sumace;Won;19/02/2017;18/06/2017;R$ 56,00
9HRMW8SL;Daniell Hammack;MG Special;;Engaging;19/02/2017;;
BEQIZZ7W;Darcel Schlecht;GTX Plus Basic;Codehow;Won;19/02/2017;04/03/2017;R$ 1.217,00
44F8ZE41;Donn Cantrell;GTX Basic;Bubba Gump;Lost;19/02/2017;19/05/2017; R$ -   
YJIH415V;Donn Cantrell;MG Advanced;Kan-code;Won;19/02/2017;10/05/2017;R$ 3.222,00
K3DQJ796;Garret Kinder;GTX Basic;Bioplex;Lost;19/02/2017;14/05/2017; R$ -   
6QF3D2RI;Garret Kinder;GTX Basic;Massive Dynamic;Lost;19/02/2017;05/05/2017; R$ -   
G9565UWZ;Garret Kinder;MG Advanced;Opentech;Won;19/02/2017;01/03/2017;R$ 3.348,00
RFKIN7FG;Jonathan Berthelot;GTX Basic;Conecom;Lost;19/02/2017;25/05/2017; R$ -   
WJQ8VD51;Kami Bicknell;GTX Basic;Faxquote;Engaging;19/02/2017;;
2BWZLXZ8;Kami Bicknell;GTXPro;Newex;Won;19/02/2017;05/03/2017;R$ 4.216,00
1WHXI2RW;Markita Hansen;GTX Plus Basic;;Engaging;19/02/2017;;
G5JP0G7Q;Markita Hansen;MG Advanced;;Engaging;19/02/2017;;
2QHRL8CW;Moses Frase;GTX Basic;Stanredtax;Won;19/02/2017;28/05/2017;R$ 404,00
RFYAI0WA;Rosie Papadopoulos;GTX Plus Pro;Initech;Lost;19/02/2017;08/06/2017; R$ -   
WH0DJCGL;Rosie Papadopoulos;MG Special;Zathunicon;Lost;19/02/2017;14/06/2017; R$ -   
LCW83256;Rosie Papadopoulos;GTXPro;Sumace;Won;19/02/2017;04/03/2017;R$ 5.260,00
RVH3UUKY;Vicki Laflamme;MG Advanced;;Engaging;19/02/2017;;
IHFM8QXN;Vicki Laflamme;GTX Plus Basic;Kan-code;Lost;19/02/2017;07/03/2017; R$ -   
QCY951QA;Violet Mclelland;MG Special;Donquadtech;Won;19/02/2017;06/05/2017;R$ 51,00
CG9VXPV1;Zane Levy;GTX Basic;;Engaging;19/02/2017;;
09BVA55J;Zane Levy;GTX Basic;Scotfind;Won;19/02/2017;25/06/2017;R$ 598,00
2R9HXKXT;Boris Faz;GTX Plus Basic;Konex;Lost;20/02/2017;25/05/2017; R$ -   
JLK8KCNN;Boris Faz;MG Special;Zathunicon;Won;20/02/2017;24/05/2017;R$ 42,00
SZQUBIMH;Cassey Cress;GTXPro;Vehement Capital Partners;Won;20/02/2017;07/06/2017;R$ 4.689,00
8ZYVKQ27;Cecily Lampkin;GTX Plus Pro;Statholdings;Won;20/02/2017;26/06/2017;R$ 5.154,00
25A51PWG;Darcel Schlecht;GTXPro;Gogozoom;Lost;20/02/2017;16/05/2017; R$ -   
4B4XCPHT;Donn Cantrell;GTXPro;Zencorporation;Won;20/02/2017;05/05/2017;R$ 5.010,00
5JFOA4XC;Gladys Colclough;MG Advanced;Finhigh;Won;20/02/2017;14/06/2017;R$ 3.215,00
N5FOEJZ9;Kami Bicknell;GTX Basic;Nam-zim;Lost;20/02/2017;03/06/2017; R$ -   
CYWZJ2AI;Kary Hendrixson;GTX Plus Basic;Donquadtech;Engaging;20/02/2017;;
QTNPGKJ7;Kary Hendrixson;GTXPro;Hatfan;Won;20/02/2017;26/06/2017;R$ 3.169,00
EBRWSMI0;Markita Hansen;GTX Plus Basic;Scotfind;Lost;20/02/2017;27/06/2017; R$ -   
4PKHDQOQ;Marty Freudenburg;GTX Plus Pro;Funholding;Won;20/02/2017;03/06/2017;R$ 5.015,00
3Y9SB2QK;Maureen Marcano;GTX Basic;Dalttechnology;Won;20/02/2017;01/03/2017;R$ 571,00
5MZ0O77T;Reed Clapper;GTXPro;Bubba Gump;Won;20/02/2017;16/05/2017;R$ 4.839,00
2EILEDKF;Reed Clapper;MG Advanced;Massive Dynamic;Won;20/02/2017;05/03/2017;R$ 3.315,00
J4NX9TK5;Versie Hillebrand;MG Special;Warephase;Won;20/02/2017;24/05/2017;R$ 60,00
Y7N97FW8;Vicki Laflamme;GTXPro;;Engaging;20/02/2017;;
0IO43YMS;Wilburn Farren;MG Advanced;;Engaging;20/02/2017;;
5ITSLO0E;Anna Snelling;GTX Plus Basic;Treequote;Won;21/02/2017;04/03/2017;R$ 999,00
6HG76L6U;Boris Faz;GTXPro;;Engaging;21/02/2017;;
QGW0TI1U;Darcel Schlecht;GTX Basic;Statholdings;Lost;21/02/2017;11/06/2017; R$ -   
WJC5J533;Lajuana Vencill;GTX Plus Pro;Finhigh;Won;21/02/2017;04/06/2017;R$ 5.401,00
9SLINQY5;Markita Hansen;MG Advanced;Newex;Engaging;21/02/2017;;
1GIP77EP;Maureen Marcano;GTX Plus Pro;;Engaging;21/02/2017;;
XGLMCTLG;Moses Frase;GTX Basic;Rundofase;Won;21/02/2017;18/06/2017;R$ 551,00
X6RLT30X;Reed Clapper;GTX Plus Pro;Mathtouch;Lost;21/02/2017;23/05/2017; R$ -   
IVT0S1N1;Vicki Laflamme;GTX Basic;Faxquote;Won;21/02/2017;20/03/2017;R$ 600,00
NOLCZMV6;Violet Mclelland;GTXPro;Goodsilron;Engaging;21/02/2017;;
JEPGSQC9;Violet Mclelland;GTX Plus Pro;Bioplex;Lost;21/02/2017;05/05/2017; R$ -   
EEDHCEVZ;Boris Faz;MG Special;The New York Inquirer;Lost;22/02/2017;22/05/2017; R$ -   
NHDTSMX2;Cassey Cress;GTXPro;Sumace;Won;22/02/2017;02/03/2017;R$ 4.711,00
E36CR33F;Corliss Cosme;MG Advanced;Vehement Capital Partners;Lost;22/02/2017;08/06/2017; R$ -   
PNL17RE9;Corliss Cosme;GTXPro;Zencorporation;Won;22/02/2017;28/06/2017;R$ 5.133,00
B4SIVH1O;Daniell Hammack;GTX Basic;Fasehatice;Engaging;22/02/2017;;
VMEVOJVL;Daniell Hammack;GTX Plus Pro;Sumace;Lost;22/02/2017;17/05/2017; R$ -   
5EKN0BFN;Daniell Hammack;GTX Plus Pro;Zathunicon;Won;22/02/2017;15/05/2017;R$ 4.848,00
R4LH95QS;Daniell Hammack;GTXPro;Mathtouch;Won;22/02/2017;03/03/2017;R$ 4.475,00
52CROFH2;Darcel Schlecht;GTX Basic;Betatech;Lost;22/02/2017;05/03/2017; R$ -   
REDGEUCP;Darcel Schlecht;GTXPro;Genco Pura Olive Oil Company;Won;22/02/2017;10/03/2017;R$ 3.763,00
6KT5HAR6;Darcel Schlecht;GTXPro;Ron-tech;Won;22/02/2017;05/03/2017;R$ 5.006,00
48AJ0X9E;Gladys Colclough;GTXPro;Toughzap;Won;22/02/2017;15/06/2017;R$ 4.498,00
RA1UBXY9;Gladys Colclough;GTXPro;Warephase;Won;22/02/2017;24/03/2017;R$ 4.375,00
ESZY10SI;Hayden Neloms;MG Advanced;;Engaging;22/02/2017;;
WGI2GSKJ;Hayden Neloms;GTX Plus Basic;J-Texon;Lost;22/02/2017;27/05/2017; R$ -   
W4BNO6UL;Hayden Neloms;MG Advanced;Fasehatice;Won;22/02/2017;04/06/2017;R$ 3.763,00
S50A0C2S;Kami Bicknell;GTXPro;J-Texon;Lost;22/02/2017;14/03/2017; R$ -   
3H80RIHV;Kami Bicknell;GTX Plus Pro;Sonron;Won;22/02/2017;10/05/2017;R$ 5.491,00
KATNS4R4;Lajuana Vencill;GTX Basic;Bioholding;Lost;22/02/2017;22/05/2017; R$ -   
L5U7OT6O;Markita Hansen;GTX Plus Pro;Y-corporation;Won;22/02/2017;17/06/2017;R$ 5.503,00
QKVUGRN9;Moses Frase;GTX Plus Basic;Rangreen;Lost;22/02/2017;30/05/2017; R$ -   
FNY6F0KF;Moses Frase;MG Special;Statholdings;Won;22/02/2017;15/05/2017;R$ 58,00
1W23LEWK;Niesha Huffines;GTX Plus Basic;Genco Pura Olive Oil Company;Won;22/02/2017;27/05/2017;R$ 1.051,00
JHJEQ1U3;Niesha Huffines;GTX Plus Pro;Conecom;Won;22/02/2017;07/03/2017;R$ 5.604,00
CPJAA632;Reed Clapper;MG Advanced;Xx-zobam;Won;22/02/2017;15/05/2017;R$ 3.273,00
Y3CYQGPH;Rosalina Dieter;GTX Basic;;Engaging;22/02/2017;;
Q19RWR17;Vicki Laflamme;GTX Basic;Rundofase;Engaging;22/02/2017;;
GVC0RLQE;Vicki Laflamme;GTX Plus Basic;Scotfind;Lost;22/02/2017;11/05/2017; R$ -   
9OLYBVNE;Zane Levy;GTX Plus Basic;Scotfind;Won;22/02/2017;02/06/2017;R$ 1.220,00
R8N49PHN;Zane Levy;GTX Plus Pro;Singletechno;Won;22/02/2017;02/03/2017;R$ 5.497,00
P5EVJUKQ;Anna Snelling;GTX Plus Basic;Conecom;Won;23/02/2017;10/06/2017;R$ 1.056,00
XF4648CO;Boris Faz;GTX Basic;Kan-code;Lost;23/02/2017;16/06/2017; R$ -   
24UTFDPK;Cassey Cress;GTX Basic;Massive Dynamic;Won;23/02/2017;12/03/2017;R$ 572,00
ERYLM04D;Cecily Lampkin;MG Advanced;Funholding;Won;23/02/2017;23/05/2017;R$ 3.668,00
6PW6ZQEE;Corliss Cosme;GTX Basic;;Engaging;23/02/2017;;
IQ9W1X36;Corliss Cosme;MG Special;Kinnamplus;Won;23/02/2017;02/03/2017;R$ 50,00
GSR9PIF0;Daniell Hammack;MG Advanced;Silis;Won;23/02/2017;22/05/2017;R$ 3.509,00
8477482V;Darcel Schlecht;GTXPro;Gogozoom;Won;23/02/2017;28/06/2017;R$ 5.643,00
VFZOL6CB;Elease Gluck;MG Special;Dalttechnology;Won;23/02/2017;10/03/2017;R$ 47,00
75ZOJ3O7;Hayden Neloms;MG Advanced;Finjob;Won;23/02/2017;08/03/2017;R$ 3.312,00
1QQR82TP;James Ascencio;GTX Plus Pro;Goodsilron;Lost;23/02/2017;23/06/2017; R$ -   
4E5A84H1;Kami Bicknell;MG Advanced;;Engaging;23/02/2017;;
DR6MQSWL;Kami Bicknell;GTX Basic;Labdrill;Won;23/02/2017;11/03/2017;R$ 480,00
KAV5TU8X;Kami Bicknell;MG Advanced;Nam-zim;Won;23/02/2017;06/05/2017;R$ 3.208,00
UQ86UOWY;Kary Hendrixson;GTX Basic;Y-corporation;Lost;23/02/2017;04/05/2017; R$ -   
A82DG6R5;Kary Hendrixson;GTX Plus Pro;Kan-code;Won;23/02/2017;04/05/2017;R$ 5.782,00
37FKT2ZP;Lajuana Vencill;GTX Plus Pro;Rangreen;Won;23/02/2017;23/05/2017;R$ 5.827,00
03VCDZEE;Maureen Marcano;GTXPro;;Engaging;23/02/2017;;
MVXB9PS5;Maureen Marcano;GTX Basic;Newex;Lost;23/02/2017;17/06/2017; R$ -   
M2TZSYTN;Moses Frase;GTX Basic;Bioholding;Won;23/02/2017;16/06/2017;R$ 516,00
KGJL5GHX;Moses Frase;GTX Plus Basic;Condax;Won;23/02/2017;06/06/2017;R$ 956,00
IF7DSONM;Moses Frase;MG Special;Stanredtax;Won;23/02/2017;15/03/2017;R$ 52,00
RR4FWSVB;Moses Frase;MG Advanced;Toughzap;Won;23/02/2017;11/05/2017;R$ 3.025,00
C5IWM5VJ;Reed Clapper;GTXPro;The New York Inquirer;Won;23/02/2017;10/06/2017;R$ 5.618,00
9WZ3I1TF;Rosie Papadopoulos;GTXPro;Umbrella Corporation;Won;23/02/2017;09/05/2017;R$ 4.867,00
IO4GTLAB;Zane Levy;GTX Plus Basic;Kan-code;Won;23/02/2017;14/03/2017;R$ 929,00
7ONH55WT;Cassey Cress;GTX Basic;;Engaging;24/02/2017;;
06T2UPDG;Cecily Lampkin;MG Special;dambase;Lost;24/02/2017;05/06/2017; R$ -   
CMKXOOJQ;Corliss Cosme;GTX Basic;;Engaging;24/02/2017;;
9L6ADU5C;Corliss Cosme;MG Advanced;Xx-zobam;Lost;24/02/2017;11/05/2017; R$ -   
U185INDA;Darcel Schlecht;GTXPro;Toughzap;Won;24/02/2017;05/05/2017;R$ 5.010,00
2AGLONC4;Donn Cantrell;GTXPro;Bluth Company;Won;24/02/2017;15/05/2017;R$ 5.621,00
TBDUMBLA;Donn Cantrell;MG Advanced;Iselectrics;Won;24/02/2017;02/05/2017;R$ 3.233,00
0AXGVKN8;Garret Kinder;MG Special;Acme Corporation;Won;24/02/2017;28/05/2017;R$ 55,00
TAPNNL1W;Garret Kinder;MG Advanced;Bioplex;Won;24/02/2017;07/03/2017;R$ 3.278,00
R9ZAKBFE;Gladys Colclough;GTX Plus Basic;Domzoom;Won;24/02/2017;10/03/2017;R$ 1.155,00
Y40ADYX7;Hayden Neloms;MG Advanced;Goodsilron;Won;24/02/2017;11/03/2017;R$ 3.550,00
R7GVZT8J;Jonathan Berthelot;MG Advanced;Stanredtax;Lost;24/02/2017;10/05/2017; R$ -   
RSEDY99J;Jonathan Berthelot;GTX Plus Basic;Hottechi;Won;24/02/2017;16/06/2017;R$ 1.055,00
NR947OAB;Kami Bicknell;GTXPro;;Engaging;24/02/2017;;
LMKNU8IZ;Markita Hansen;GTXPro;;Engaging;24/02/2017;;
D5NZQIWU;Markita Hansen;GTX Plus Basic;Sonron;Lost;24/02/2017;20/06/2017; R$ -   
Z0BGG6IJ;Markita Hansen;GTX Basic;Y-corporation;Won;24/02/2017;05/05/2017;R$ 595,00
ZCA1IRGD;Moses Frase;MG Advanced;Warephase;Won;24/02/2017;06/05/2017;R$ 3.063,00
NPB8ZLEO;Vicki Laflamme;MG Advanced;Konex;Lost;24/02/2017;13/05/2017; R$ -   
HJIO57TA;Violet Mclelland;MG Advanced;Massive Dynamic;Won;24/02/2017;06/06/2017;R$ 3.246,00
U6N053E1;Anna Snelling;GTX Basic;Scottech;Won;25/02/2017;02/03/2017;R$ 423,00
R5RSH4JV;Boris Faz;GTX Plus Pro;;Engaging;25/02/2017;;
MTKCJVFO;Cassey Cress;GTX Basic;Initech;Won;25/02/2017;18/06/2017;R$ 542,00
KIP060D0;Cassey Cress;GTXPro;Ontomedia;Won;25/02/2017;08/03/2017;R$ 5.040,00
YOISPUC6;Corliss Cosme;GTX Plus Basic;Kan-code;Lost;25/02/2017;21/05/2017; R$ -   
2MHTTXX0;Darcel Schlecht;GTX Plus Pro;Rangreen;Lost;25/02/2017;17/06/2017; R$ -   
QU4FNKZL;Darcel Schlecht;GTXPro;Statholdings;Won;25/02/2017;09/05/2017;R$ 5.423,00
GZUKDP7F;Darcel Schlecht;MG Advanced;Cancity;Won;25/02/2017;13/06/2017;R$ 3.295,00
S519S1EK;Donn Cantrell;GTX Basic;Plussunin;Won;25/02/2017;02/06/2017;R$ 568,00
AL554AUI;Donn Cantrell;GTX Basic;Xx-zobam;Won;25/02/2017;26/05/2017;R$ 640,00
MCWDHOBT;Elease Gluck;GTXPro;Plusstrip;Won;25/02/2017;19/05/2017;R$ 4.612,00
GDZV8N5W;Gladys Colclough;GTXPro;Domzoom;Lost;25/02/2017;26/05/2017; R$ -   
X1D1HYMM;James Ascencio;GTX Plus Pro;;Engaging;25/02/2017;;
F4FLJ0WW;James Ascencio;GTX Plus Basic;Goodsilron;Lost;25/02/2017;26/05/2017; R$ -   
P3VM7655;Jonathan Berthelot;MG Advanced;Dontechi;Won;25/02/2017;06/05/2017;R$ 3.281,00
5QU60VGE;Kami Bicknell;GTX Basic;Finjob;Lost;25/02/2017;12/03/2017; R$ -   
3CLBPMYZ;Kami Bicknell;GTX Plus Basic;Labdrill;Lost;25/02/2017;08/03/2017; R$ -   
G17JEA75;Kami Bicknell;MG Special;Rantouch;Won;25/02/2017;11/03/2017;R$ 59,00
BGU0JJ9X;Marty Freudenburg;GTX Plus Basic;Scottech;Won;25/02/2017;30/06/2017;R$ 1.081,00
U02OIJGK;Marty Freudenburg;GTX Plus Basic;Zumgoity;Won;25/02/2017;09/05/2017;R$ 962,00
3N7ZXGMF;Niesha Huffines;GTX Plus Basic;Codehow;Won;25/02/2017;06/03/2017;R$ 1.123,00
0QHI3KG5;Reed Clapper;MG Advanced;Xx-zobam;Won;25/02/2017;10/06/2017;R$ 3.075,00
0WWDVOM3;Rosalina Dieter;MG Special;Condax;Won;25/02/2017;09/05/2017;R$ 50,00
QPPUCKFM;Rosalina Dieter;MG Special;Dalttechnology;Won;25/02/2017;06/03/2017;R$ 47,00
VGE4M1C9;Versie Hillebrand;MG Special;Globex Corporation;Lost;25/02/2017;08/03/2017; R$ -   
56XQOTXV;Versie Hillebrand;GTX Plus Pro;Betatech;Won;25/02/2017;17/05/2017;R$ 4.494,00
1JC9DMNJ;Vicki Laflamme;MG Special;Hottechi;Lost;25/02/2017;06/05/2017; R$ -   
AK2LRFXF;Vicki Laflamme;MG Special;Singletechno;Won;25/02/2017;11/03/2017;R$ 61,00
UCK7JRXG;Vicki Laflamme;MG Advanced;Goodsilron;Won;25/02/2017;13/05/2017;R$ 3.418,00
GVYF29NM;Violet Mclelland;MG Advanced;;Engaging;25/02/2017;;
DN6SG3US;Wilburn Farren;GTX Plus Pro;;Engaging;25/02/2017;;
WM30CUBE;Wilburn Farren;MG Advanced;Konex;Won;25/02/2017;02/06/2017;R$ 3.336,00
EW28ZONV;Zane Levy;GTX Plus Basic;;Engaging;25/02/2017;;
8DWOWB6Y;Anna Snelling;GTX Basic;Betatech;Lost;26/02/2017;16/03/2017; R$ -   
BGNB966A;Boris Faz;GTX Plus Pro;Mathtouch;Won;26/02/2017;13/03/2017;R$ 4.766,00
4Q4CLZCH;Corliss Cosme;MG Advanced;Plussunin;Lost;26/02/2017;10/06/2017; R$ -   
YQ24IWRQ;Daniell Hammack;GTX Basic;Ganjaflex;Won;26/02/2017;27/05/2017;R$ 592,00
Z30RS0CL;Donn Cantrell;GTX Basic;Iselectrics;Lost;26/02/2017;01/06/2017; R$ -   
FRB34F3W;Elease Gluck;MG Special;Green-Plus;Lost;26/02/2017;24/05/2017; R$ -   
CGEHFK9N;Gladys Colclough;GTXPro;Treequote;Lost;26/02/2017;29/05/2017; R$ -   
4A189ZAB;Gladys Colclough;GTXPro;Dontechi;Won;26/02/2017;08/06/2017;R$ 5.142,00
0HELH2Q0;James Ascencio;GTX Plus Basic;Cheers;Lost;26/02/2017;29/05/2017; R$ -   
9E8A7MQ8;Kary Hendrixson;GTX Plus Pro;Blackzim;Engaging;26/02/2017;;
HG5P21RO;Lajuana Vencill;MG Advanced;Gogozoom;Lost;26/02/2017;08/05/2017; R$ -   
MGP9HCUL;Markita Hansen;GTX Plus Basic;Plexzap;Lost;26/02/2017;16/06/2017; R$ -   
HVZMZW96;Maureen Marcano;GTX Plus Basic;;Engaging;26/02/2017;;
1H1YDS7C;Maureen Marcano;GTX Plus Basic;;Engaging;26/02/2017;;
FZC2J90W;Maureen Marcano;MG Advanced;Bluth Company;Engaging;26/02/2017;;
XX84TIMO;Maureen Marcano;GTX Plus Basic;Faxquote;Lost;26/02/2017;26/06/2017; R$ -   
2JFS8EGS;Maureen Marcano;MG Special;Nam-zim;Lost;26/02/2017;03/05/2017; R$ -   
GBMHNLRO;Moses Frase;GTX Basic;Dontechi;Won;26/02/2017;15/03/2017;R$ 660,00
NAVG0P26;Moses Frase;GTX Basic;Rundofase;Won;26/02/2017;26/05/2017;R$ 443,00
DK955UBP;Niesha Huffines;MG Special;Codehow;Lost;26/02/2017;20/05/2017; R$ -   
0OOZE4GN;Rosie Papadopoulos;GTX Plus Pro;Zotware;Lost;26/02/2017;03/03/2017; R$ -   
3P0T15VX;Rosie Papadopoulos;MG Special;The New York Inquirer;Lost;26/02/2017;18/05/2017; R$ -   
GK0A4IQW;Versie Hillebrand;MG Special;Domzoom;Won;26/02/2017;18/06/2017;R$ 61,00
UI3DE2C4;Zane Levy;GTX Plus Basic;;Engaging;26/02/2017;;
UXJSIAVS;Zane Levy;GTX Plus Pro;Y-corporation;Won;26/02/2017;14/03/2017;R$ 4.846,00
KR4K652E;Anna Snelling;GTX Basic;dambase;Won;27/02/2017;04/06/2017;R$ 574,00
J2SR2H1Y;Cassey Cress;GTX Basic;Ganjaflex;Lost;27/02/2017;18/06/2017; R$ -   
4U5VTUJL;Cassey Cress;GTXPro;Sumace;Lost;27/02/2017;22/05/2017; R$ -   
VTT447YT;Cecily Lampkin;GTX Basic;Conecom;Won;27/02/2017;03/05/2017;R$ 497,00
8JJY9B08;Corliss Cosme;GTX Basic;Xx-zobam;Lost;27/02/2017;04/05/2017; R$ -   
STTAXKIU;Corliss Cosme;GTX Plus Pro;Konex;Won;27/02/2017;30/05/2017;R$ 5.159,00
25FUROM1;Daniell Hammack;GTX Plus Basic;Y-corporation;Engaging;27/02/2017;;
PX4OW5SC;Darcel Schlecht;MG Special;Codehow;Lost;27/02/2017;02/05/2017; R$ -   
87MEZS8G;Darcel Schlecht;GTXPro;Conecom;Won;27/02/2017;13/05/2017;R$ 4.311,00
SLIWHUIM;Donn Cantrell;GTX Basic;Ganjaflex;Won;27/02/2017;22/05/2017;R$ 609,00
XBVFZ1IR;Gladys Colclough;GTX Plus Basic;Cancity;Won;27/02/2017;24/06/2017;R$ 1.008,00
7B3J333S;Gladys Colclough;GTXPro;Zumgoity;Won;27/02/2017;22/06/2017;R$ 4.458,00
9X2S0K15;Hayden Neloms;MG Advanced;;Engaging;27/02/2017;;
3N9I1WH7;Hayden Neloms;MG Advanced;Plexzap;Won;27/02/2017;26/05/2017;R$ 2.964,00
TMW4J6NA;James Ascencio;GTX Plus Pro;Lexiqvolax;Lost;27/02/2017;04/06/2017; R$ -   
ZI1MPYF3;James Ascencio;MG Advanced;Dalttechnology;Won;27/02/2017;05/06/2017;R$ 3.813,00
L6KOBEBZ;Jonathan Berthelot;GTX Basic;Rundofase;Won;27/02/2017;27/05/2017;R$ 528,00
Z2S4KUPO;Kary Hendrixson;GTX Plus Basic;Rantouch;Won;27/02/2017;10/03/2017;R$ 1.173,00
GIW1PN4L;Kary Hendrixson;GTXPro;Kan-code;Won;27/02/2017;19/06/2017;R$ 3.893,00
E57F5Z2K;Kary Hendrixson;GTXPro;Sonron;Won;27/02/2017;15/03/2017;R$ 4.678,00
38KKSE72;Lajuana Vencill;GTX Basic;Bioholding;Won;27/02/2017;01/06/2017;R$ 530,00
0GJ586J0;Markita Hansen;MG Special;Sunnamplex;Lost;27/02/2017;14/03/2017; R$ -   
4V0S4BA3;Markita Hansen;GTK 500;Goodsilron;Won;27/02/2017;27/06/2017;R$ 29.617,00
1LTD5TKV;Marty Freudenburg;GTX Plus Basic;Isdom;Won;27/02/2017;09/05/2017;R$ 1.028,00
VBM56CIF;Marty Freudenburg;MG Advanced;Domzoom;Won;27/02/2017;28/06/2017;R$ 2.863,00
XRZVJPD5;Maureen Marcano;GTX Plus Basic;;Engaging;27/02/2017;;
PDH2NPE1;Moses Frase;MG Advanced;Codehow;Won;27/02/2017;28/06/2017;R$ 4.109,00
OV60VIBB;Niesha Huffines;GTX Basic;Betatech;Lost;27/02/2017;08/05/2017; R$ -   
2OAIXF3A;Reed Clapper;GTX Plus Basic;Kan-code;Won;27/02/2017;13/03/2017;R$ 1.106,00
QDGUWTLU;Rosalina Dieter;MG Special;;Engaging;27/02/2017;;
FBSEA94D;Rosie Papadopoulos;MG Special;Bubba Gump;Won;27/02/2017;30/06/2017;R$ 53,00
EOB01PRO;Versie Hillebrand;MG Special;Globex Corporation;Won;27/02/2017;14/05/2017;R$ 47,00
5QC9H4C2;Violet Mclelland;MG Advanced;Kan-code;Won;27/02/2017;23/05/2017;R$ 3.749,00
3HGQ3BOY;Violet Mclelland;MG Advanced;Ontomedia;Won;27/02/2017;27/05/2017;R$ 4.204,00
CO6ZPH1W;Cassey Cress;MG Advanced;Umbrella Corporation;Won;28/02/2017;15/06/2017;R$ 3.986,00
M3WTE943;Daniell Hammack;GTXPro;Donquadtech;Won;28/02/2017;05/06/2017;R$ 5.105,00
X914SMX7;Darcel Schlecht;GTX Basic;Genco Pura Olive Oil Company;Won;28/02/2017;22/06/2017;R$ 516,00
1MCE2AOV;Darcel Schlecht;GTXPro;Rundofase;Won;28/02/2017;02/06/2017;R$ 4.407,00
